Seniority,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Weight
2,4,49,999.0,0,1,59
2,125,2172,21600.0,4,2,1450
4,96,806,7350.0,0,1,226
1,100,1896,15571.0,5,2,1165
4,60,1390,10559.78,5,1,985
4,110,1398,13697.16,5,2,1003
4,110,1422,13520.0,5,2,1130
7,231,2979,44000.0,2,1,1430
9,60,1149,9315.69,3,1,880
2,163,2400,40609.87,4,2,1591
2,90,1995,15750.0,5,2,1350
15,43,903,3125.26,4,1,750
13,4,49,1316.22,0,1,75
3,92,1560,21271.22,5,2,1407
3,110,1995,26150.0,5,2,1773
3,110,1995,30190.0,5,2,1902
2,150,2464,31495.0,5,2,1949
4,82,1199,16590.0,5,1,1040
2,182,1499,24675.0,5,1,1250
1,75,1560,18220.0,5,2,1407
7,41,660,11419.23,0,1,290
4,90,3222,71100.0,4,2,1850
3,115,1896,23439.47,5,2,1255
1,110,1197,20430.0,5,1,1213
1,115,999,20976.8,5,1,1190
1,110,1587,15340.0,5,1,1088
6,51,796,7500.0,5,1,835
1,68,1398,15790.0,5,2,1070
2,105,1952,14141.81,3,1,1480
2,105,1599,19450.0,3,1,1257
3,110,1598,17750.0,5,1,1215
3,110,1870,21250.0,5,1,1360
1,109,1598,15850.0,4,1,1180
3,60,1995,19340.57,4,2,1450
5,105,1598,19430.0,5,1,1430
1,60,1124,8642.55,3,1,815
4,90,1360,14550.0,5,1,1038
9,109,1588,16452.0,5,1,1205
7,104,2494,23508.0,4,2,1800
2,80,1229,13960.0,5,1,990
1,75,1974,12513.07,4,2,1130
7,90,1951,28000.0,4,2,1450
1,105,4400,49751.0,0,2,4160
6,75,1896,18185.55,4,2,1522
2,90,1997,19530.0,5,2,1311
2,90,1396,22485.0,5,2,1165
2,120,998,21889.99,5,1,1233
2,71,1868,13529.0,4,2,1155
3,150,1997,26350.0,5,2,1500
21,130,1199,23150.0,5,1,1280
2,136,2477,27600.0,4,2,1880
6,75,1560,17196.47,4,2,1130
6,90,1587,17630.0,6,1,1397
3,75,1995,14183.89,5,1,1260
2,82,1598,9988.82,5,1,905
5,60,1389,9754.43,3,1,1045
10,100,1595,17814.0,4,1,1250
18,90,1997,16416.55,5,2,1165
18,90,1560,25800.0,5,2,1398
3,71,1905,15007.27,5,2,1375
3,143,1968,34320.0,4,2,1480
3,143,1197,17134.69,4,2,1107
1,54,973,10589.83,5,1,970
4,75,1360,10571.8,3,1,840
5,75,1974,13450.65,4,2,1230
2,80,1298,14292.18,3,1,1035
1,163,1781,32690.0,4,1,1470
1,163,999,10187.16,4,1,905
4,90,1560,14850.0,5,2,1053
2,112,1560,25850.0,4,2,1405
5,105,1997,24885.0,5,2,1385
5,105,1896,16815.0,5,2,1125
5,116,1995,30500.0,5,2,1410
5,69,1242,16100.01,3,1,865
7,94,1997,19923.2,2,2,1561
3,100,1870,17369.25,5,2,1210
3,231,1951,23102.91,4,1,1480
3,231,1685,28700.0,4,1,1425
2,70,1588,13288.38,5,2,940
15,90,1997,18340.0,5,2,1243
18,100,1199,14709.99,5,2,1040
7,58,1527,10523.72,3,2,890
3,86,2953,16128.76,6,2,1820
3,65,1870,14093.73,4,2,1125
4,150,1781,30330.0,3,1,1280
9,120,1997,27620.0,5,2,1919
1,144,7480,57500.0,0,2,5600
8,68,1995,25950.0,5,2,1310
8,68,1796,42136.23,5,2,1315
6,9,49,2359.0,0,1,96
8,80,2496,21035.42,5,2,1650
24,105,1598,20930.0,5,2,1265
6,80,1870,17700.0,5,2,1290
9,90,2187,21655.77,5,2,1747
6,75,1598,12008.06,4,1,1090
6,75,1360,16486.35,4,1,1153
9,60,2179,22575.0,3,1,1865
6,115,1850,16167.23,4,1,1350
2,95,1390,15150.0,4,1,1090
8,130,1598,12801.56,4,2,1050
3,71,1868,16550.0,5,2,1380
1,106,1461,20520.0,3,2,1205
4,90,1997,13870.0,3,2,1070
3,60,1242,10380.0,5,1,875
1,60,1390,10643.92,3,1,985
3,95,1997,18915.0,2,2,1252
2,64,1868,14258.71,5,2,1190
2,64,1997,26800.0,5,2,1580
2,120,1997,26900.0,5,2,1732
2,70,1398,14310.0,5,2,1049
19,90,1753,16880.0,3,2,1197
1,66,998,12315.0,5,1,933
2,90,1560,21005.0,5,2,1290
9,90,1364,15150.0,5,2,980
2,4,50,1199.0,0,1,99
3,136,2998,27764.6,2,2,1757
3,143,1968,36960.0,5,2,1600
5,75,1560,19088.67,4,2,1422
1,105,1896,22550.0,5,2,1435
3,177,1968,46502.39,5,2,1650
2,75,1422,18414.69,5,2,1152
4,115,1870,15220.0,3,2,1140
3,92,1560,21020.0,5,2,1125
9,100,1870,24050.0,5,2,1781
5,140,1968,28650.59,4,2,1532
1,82,1870,22320.0,5,2,1666
4,130,1199,33200.0,5,1,1325
2,140,1997,25990.0,5,2,1484
3,100,1461,19745.0,3,2,1175
3,110,1461,15198.0,5,2,1262
6,110,1560,20820.0,5,2,1244
6,170,2685,40823.11,4,2,1650
6,170,2998,40275.02,4,2,1490
6,170,1560,16385.0,4,2,1294
3,71,1905,16335.51,5,2,1375
2,90,1997,17223.8,3,2,1135
4,109,1560,20825.0,4,2,1260
2,140,1799,20400.0,3,1,1248
5,112,1991,21800.0,5,2,1528
6,4,49,1441.83,0,1,80
2,70,1248,14250.0,3,2,1060
5,109,2464,32187.0,5,2,1918
3,165,1998,31045.16,5,1,1518
3,83,1328,13054.15,5,1,1000
1,150,1968,39410.06,5,2,1492
1,150,1598,25840.0,5,2,1262
2,100,2198,27620.0,5,2,1780
1,125,2835,26931.35,5,2,2010
5,100,2179,22299.0,5,2,2010
5,100,1248,18135.0,5,2,1210
2,66,998,12450.0,5,1,855
2,100,1870,22193.0,5,2,1780
1,110,1896,17850.0,5,2,1259
5,90,1753,16610.0,5,2,1399
5,90,1461,26950.0,5,2,1430
5,90,1461,19500.0,5,2,1275
1,100,1461,19745.0,3,2,1175
5,90,1597,8900.99,5,1,915
2,75,1753,14910.0,4,2,1392
2,75,1199,12040.0,4,2,960
8,82,1461,18450.0,5,2,1175
2,11,124,2171.0,0,1,122
2,105,1910,15235.0,4,2,1305
6,75,1595,11479.33,3,1,870
9,163,1997,33829.99,5,2,1589
1,110,1598,25802.67,5,2,1420
1,72,1397,8203.82,5,1,785
5,130,1896,24880.0,5,2,1185
3,110,1968,27200.0,5,1,1342
3,110,1595,9628.21,5,1,950
3,110,2499,30990.0,5,1,1891
3,110,1868,15431.0,5,1,1295
5,71,1868,16401.0,5,2,1295
8,90,1396,19785.0,3,2,1155
3,130,1896,18425.0,3,2,1192
2,109,1968,29167.05,5,2,1829
8,115,2477,24422.0,3,2,1680
26,90,1197,16595.0,5,1,1027
2,75,1149,13300.0,5,1,965
3,156,1998,22638.5,4,1,1480
1,75,1753,15410.0,4,2,1541
9,90,999,7200.0,5,2,818
4,107,2498,18080.0,4,2,1975
3,68,1399,15187.44,4,2,1260
9,85,1997,20300.0,5,2,1755
3,40,1649,25554.25,0,2,895
1,90,1598,18420.0,5,2,1170
1,75,1598,12380.85,5,1,1015
26,163,1995,29000.0,5,2,1340
26,55,1124,6861.76,5,1,765
2,129,1991,15626.31,2,1,1080
4,85,1461,16840.0,4,2,1389
8,90,2663,17193.08,2,2,1435
2,109,2148,23008.6,5,2,1790
1,100,1686,20410.0,5,2,1305
6,110,2198,24850.0,5,2,1702
3,80,1870,18590.0,5,2,1330
1,100,999,19400.0,4,1,1227
1,102,2461,19082.13,2,2,1582
1,102,1870,18310.0,2,2,1290
7,110,1910,17100.0,4,2,1215
7,110,1997,28550.0,4,2,1515
8,120,2953,22467.0,2,2,1570
1,90,1461,23350.58,5,2,1355
7,120,2402,19382.64,2,2,1691
1,150,1910,34080.0,4,2,1495
3,143,1995,30700.0,5,2,1480
3,150,2148,38027.6,4,2,1465
1,97,1398,17590.0,5,1,1220
9,110,2286,22070.0,2,2,1745
6,105,2188,23548.0,5,2,1617
6,105,1997,29100.0,5,2,1580
1,140,1968,28210.0,5,2,1553
2,100,1390,13775.0,3,1,1049
9,125,2798,27015.49,5,2,2330
9,125,1896,27003.47,5,2,1390
3,105,1560,28440.0,5,2,1390
2,100,1461,20245.0,5,2,1195
4,125,999,20875.0,5,1,1205
7,83,2446,10974.48,2,2,1270
7,116,1995,23300.0,3,2,1305
5,95,1598,18450.0,5,1,1300
4,85,1896,24040.48,5,2,1260
4,85,1598,22999.0,5,2,1310
7,110,1598,16310.0,5,2,1205
7,110,1868,12610.0,5,2,945
3,7,123,1281.84,0,1,104
2,58,1461,16840.0,5,2,1389
6,102,599,9409.0,0,1,206
2,115,2463,24476.0,2,2,1617
6,99,2477,24581.4,5,2,1895
8,129,1951,28451.91,5,2,1450
2,105,1896,24400.0,5,2,1474
5,190,2987,49900.0,5,2,2110
5,90,1248,16250.0,4,2,1205
1,90,1560,21005.0,5,2,1290
2,115,1996,26841.0,5,2,1678
6,150,2598,27406.15,4,1,1330
13,90,1896,15520.0,5,2,1270
13,90,1587,15060.0,5,2,1088
3,14,125,3189.0,0,1,127
4,117,599,11549.0,0,1,197
5,60,1391,12520.0,4,1,1018
5,70,1248,13145.0,3,2,965
3,90,1896,17946.22,5,2,1345
2,75,1753,16530.0,5,2,1470
2,65,1199,10121.04,5,1,1000
2,100,1598,13667.02,4,1,1075
4,166,2982,41220.0,5,2,1865
5,60,1910,11435.0,5,2,1035
5,114,1995,31400.0,5,2,1882
4,110,2286,21060.0,2,2,1680
4,14,125,4799.0,0,1,155
5,197,2295,34650.0,3,1,1500
7,85,1360,7808.5,3,1,730
5,68,1896,12170.5,5,2,1070
5,115,1685,27350.01,5,2,1425
2,105,1598,18850.0,5,2,1150
5,95,1598,1021.72,4,1,960
2,40,1107,5258.86,5,1,700
3,115,1995,26580.0,5,2,1678
3,65,1248,17353.0,5,2,1210
5,25,767,570.96,2,1,600
9,59,999,7900.0,5,1,830
8,100,2172,23050.0,5,2,1495
3,140,1968,25690.0,3,2,1340
4,92,1560,19190.0,5,2,1182
5,105,1560,22400.0,5,2,1390
9,150,1242,13650.0,3,1,865
3,114,1198,12725.0,5,2,925
2,75,1149,8430.0,5,1,941
5,106,2286,33889.6,2,2,2010
6,14,125,2259.0,0,1,120
6,55,998,8822.86,5,1,805
3,75,1560,17650.0,5,2,1307
3,75,1868,13437.43,5,2,1155
4,70,1422,13180.0,5,2,1089
7,90,1598,18200.0,3,2,1090
20,100,1870,22810.0,5,2,1678
2,90,1753,16590.0,5,2,1390
2,105,1598,23610.0,4,2,1395
3,90,1560,19890.0,5,2,1290
6,109,2461,22513.91,2,2,1610
3,105,1749,18800.0,5,2,1315
3,105,1761,17663.75,5,2,1310
1,272,3630,83800.0,5,2,2710
9,70,1461,15350.0,5,2,1090
4,204,2993,43300.0,5,2,1705
6,115,2799,21400.0,5,2,1774
6,115,2287,30511.99,5,2,1850
2,63,1086,10500.0,5,1,949
1,90,1560,20300.0,5,2,1318
5,75,1248,15320.0,3,2,1150
4,100,1896,14460.0,3,2,1142
3,190,1299,9290.0,2,2,890
4,100,2178,22940.0,5,2,1825
14,90,1560,19120.0,5,2,1228
7,90,1896,15995.0,5,2,1266
7,90,1124,9354.0,5,2,805
3,110,2198,30300.01,5,2,1885
3,110,1896,11455.0,5,2,1105
3,75,1199,13640.0,3,1,960
6,150,1999,21325.0,4,1,1245
5,90,1896,18901.83,5,2,1388
3,105,1598,22300.0,5,2,1305
3,105,1753,14910.0,5,2,1392
3,100,2443,17940.21,3,1,1195
1,75,2283,12549.13,6,2,1445
3,105,1598,26280.0,4,2,1420
2,110,1560,16550.0,5,2,1130
5,105,1968,34854.05,5,2,1907
19,110,1499,34774.21,3,2,2000
8,140,1968,25690.0,3,2,1340
8,140,1560,22150.0,3,2,1290
16,105,1560,24720.0,5,2,1371
4,150,2231,27100.0,4,2,1525
1,68,1398,15100.0,5,2,1070
20,5,49,1219.45,0,1,60
3,100,1248,13670.0,5,2,1060
2,98,600,7249.0,0,1,180
7,100,1686,20670.0,3,2,1285
5,105,1598,26390.0,3,2,1250
7,110,1968,27890.05,5,2,1543
7,110,1461,21415.0,5,2,1320
6,120,2287,26260.0,5,2,1785
6,90,1896,14975.0,2,2,1141
9,60,1390,10830.24,3,1,985
6,90,1461,19740.0,4,2,1261
4,90,1598,17338.1,5,2,1095
4,92,1560,20300.0,5,2,1205
4,75,1422,13561.0,5,2,1151
3,60,1700,12957.82,4,2,1055
3,60,2499,36262.7,4,2,1855
6,90,2402,25260.0,5,2,2058
6,60,1391,9669.2,5,1,925
7,60,1198,11580.0,5,1,1020
9,100,1870,21909.0,5,2,1728
4,105,1896,27150.0,5,2,1320
8,110,2198,24500.0,5,2,1744
8,110,3189,41060.0,5,2,1510
2,70,1248,13645.0,5,2,980
6,115,1397,9400.93,3,1,865
14,120,998,20640.0,5,1,1233
7,105,1398,17010.0,5,2,1163
7,86,1461,16256.0,3,2,1155
5,116,2286,23756.8,5,2,1792
2,120,2874,31552.51,5,2,1851
5,110,1587,17250.0,5,1,1176
3,120,1910,21950.0,5,2,1320
6,143,1995,25950.0,3,2,1310
7,68,1896,12382.35,4,2,1025
3,116,2298,27594.0,4,2,1806
3,116,2287,32723.49,4,2,1860
3,116,2198,35515.0,4,2,2304
4,100,1870,22256.72,5,2,1835
7,77,1368,13150.0,5,1,1040
6,127,2800,21080.0,5,2,1785
6,127,2446,17151.09,5,2,1875
7,129,2183,28100.0,5,2,1475
4,100,1896,16566.0,5,2,1165
5,140,1910,24550.0,4,2,1305
2,80,1229,13490.0,3,1,960
4,115,1910,22200.0,3,2,1270
3,90,1896,15520.0,5,2,1270
2,130,1896,17068.74,2,2,1270
5,98,1647,4207.08,2,1,1060
9,110,1896,14814.95,3,2,1125
9,110,1896,16670.0,3,2,1259
2,100,1896,16111.0,5,2,1165
3,75,1461,10330.0,5,2,1033
6,90,1896,15995.0,5,2,1266
8,70,1398,14067.0,5,2,947
1,95,1997,18875.39,5,2,1415
9,63,1560,17330.0,3,1,1130
9,63,1896,16670.0,3,1,1259
6,90,1769,16768.24,4,2,1080
4,58,1896,20419.0,5,2,1405
5,105,1598,18870.0,5,2,1170
3,105,1896,22000.0,5,2,1430
5,45,1108,4798.48,5,1,785
7,105,1197,18400.0,5,1,1275
4,90,1896,13224.96,5,2,1145
5,64,1896,14497.1,5,2,1155
2,110,1560,20580.0,3,2,1205
1,51,796,7272.0,5,1,776
6,105,1598,20450.0,5,2,1365
1,130,1199,25550.0,5,1,1355
2,65,1461,13552.2,5,2,1000
3,60,1896,10818.22,5,1,950
6,65,1870,12230.0,5,2,995
1,130,1199,22439.99,5,1,1475
4,110,1896,23349.32,3,2,1255
3,114,3059,29485.65,5,2,1985
3,55,49,1307.0,0,1,83
2,105,1598,19400.0,5,2,1405
3,90,1870,17399.3,5,2,1300
2,90,1896,13120.1,3,2,1096
7,50,609,7975.43,0,1,142
3,71,1896,14206.0,4,2,1165
3,70,1398,17750.0,5,2,1011
5,86,1298,14850.0,5,1,1055
6,105,1896,19250.0,5,2,1250
1,65,1870,12230.0,5,2,995
3,110,1598,23184.68,5,2,1299
6,110,1397,6791.96,3,1,870
6,82,1896,24268.87,5,2,1370
5,105,1896,21545.0,5,2,1251
5,105,1910,23470.0,5,2,1335
3,90,1753,21500.0,6,2,1586
9,110,1248,17454.25,4,2,1275
4,125,999,21650.0,5,1,1374
12,105,1598,22250.0,5,2,1480
5,143,1995,32327.26,2,2,1365
4,60,1390,10361.45,3,1,988
2,85,1197,15720.01,5,1,1090
8,75,1896,17945.0,4,2,1266
3,100,1560,21450.0,5,2,1165
8,75,1390,8548.0,4,1,1050
3,60,1149,10810.0,3,1,880
3,80,1422,13738.0,5,2,1106
6,110,1598,19820.0,5,1,1175
4,65,1086,9825.0,5,1,854
5,101,1595,19713.2,3,1,1165
12,95,1248,17930.0,5,2,1134
5,43,903,3125.26,3,1,750
3,92,1560,23805.0,5,2,1320
3,85,1997,21083.0,5,2,1755
2,80,1870,16810.0,5,2,1140
3,130,1910,19295.0,5,2,1205
7,68,1398,17050.0,5,2,1070
6,12,125,2143.0,0,1,97
7,105,1598,17700.0,5,1,1184
5,100,2172,20587.99,5,2,1235
3,102,1896,25734.6,5,2,1790
2,75,1242,10746.1,5,1,963
9,146,2800,26378.4,2,2,1558
5,143,1995,30650.0,5,2,1470
4,109,1560,20265.0,5,2,1371
3,125,2298,33597.1,5,2,1970
2,88,2148,23183.76,5,2,1790
2,75,1364,13670.0,5,2,875
9,105,1461,19175.0,4,2,1212
4,104,2494,23508.0,4,2,1800
3,105,1910,15990.0,5,2,1305
9,174,2496,17862.08,5,2,1748
4,90,1753,14556.51,5,2,1139
4,60,1686,10776.15,5,2,1045
2,120,1997,26400.0,5,2,1702
3,109,2148,24342.6,5,2,1853
2,110,1753,20100.0,5,2,1521
5,110,1582,20290.0,5,2,1365
2,171,2494,29569.8,4,1,1215
3,90,1560,29850.0,5,2,1485
4,140,2204,26000.0,5,2,1351
3,100,1910,19350.0,5,2,1290
4,60,1149,11930.0,5,1,900
2,130,1896,31160.0,5,2,1460
2,4,50,1549.0,0,1,85
5,11,196,1952.69,0,1,109
5,116,1995,29167.69,5,2,1310
3,115,1560,27170.01,5,2,1373
3,100,1995,18630.0,5,2,1330
4,100,1870,16317.48,2,2,1085
4,136,2496,16654.05,4,2,1787
2,100,1896,16302.67,5,2,1169
2,75,1360,13850.0,5,1,1138
6,65,1461,12250.0,5,2,980
3,58,499,6069.0,0,1,179
9,75,1248,15340.0,3,2,1150
8,120,2198,26950.0,5,2,1860
8,120,1560,22015.0,5,2,1429
4,105,1560,19025.0,5,2,1410
1,130,1896,27450.0,4,2,1387
3,110,1590,15446.01,5,2,1195
4,90,1753,20700.0,6,2,1586
4,80,1422,13738.0,5,2,1106
9,125,999,19650.0,5,1,1205
1,105,1598,21100.0,5,2,1243
2,105,1896,26510.0,4,2,1422
1,17,851,10500.0,0,2,850
13,136,1997,23555.0,5,2,1465
2,12,124,2283.24,0,1,106
2,90,1997,18037.63,5,2,1249
4,90,1997,23678.0,5,2,1300
3,20,249,3190.0,0,1,140
1,75,1560,17900.0,4,2,1219
1,75,2477,21237.0,4,2,1625
1,90,1895,15764.4,4,2,1175
1,90,1998,18613.34,4,2,1470
1,90,1896,20344.26,4,2,1378
1,109,1598,14835.0,5,1,1175
2,75,1360,13645.0,3,1,1066
1,117,1749,21894.0,5,1,1290
2,100,1896,23700.0,5,2,1498
4,11,125,1899.0,0,1,145
2,130,1896,20070.0,5,2,1293
1,92,1560,18350.0,5,2,1305
1,92,1560,18450.0,5,2,1080
1,80,1390,14320.0,5,1,1089
2,100,1896,16284.57,4,2,1171
2,143,1968,36210.0,4,2,1515
4,77,1242,9625.0,5,1,875
2,80,1422,13740.0,5,2,1089
3,78,599,7449.0,0,1,205
3,143,1968,35840.0,5,2,1680
6,115,2477,27285.95,5,2,1915
6,112,1991,14700.0,5,2,1357
3,71,1905,11744.68,5,2,1035
1,110,1461,19015.0,5,2,1387
6,90,1997,15794.26,3,2,1305
1,122,1796,22910.0,4,1,1320
31,60,1598,23856.62,4,2,1539
1,82,1598,10054.93,4,1,915
2,125,1753,25040.0,4,2,1473
2,125,1299,9910.69,4,2,910
7,140,1968,24700.0,5,2,1465
7,140,1461,13580.0,5,2,1085
2,65,1905,9824.99,5,2,950
8,70,1398,15375.6,3,2,1003
5,90,1364,17960.0,5,2,1260
6,64,1390,9790.0,5,2,899
10,115,1198,20100.0,5,1,1205
3,110,1686,23090.0,4,2,1428
3,110,1995,27600.0,5,2,1320
10,65,1870,12650.0,5,2,1110
7,88,1753,16990.61,4,2,1337
2,79,647,4276.0,0,1,185
2,95,1997,19279.0,5,2,1636
4,110,1997,24240.0,4,2,1410
4,86,2953,20975.32,2,2,1870
1,69,1868,16820.0,5,2,1380
4,61,1242,17777.31,5,1,870
3,110,1149,12750.0,5,2,965
3,115,1998,21930.0,4,2,1418
2,110,2664,26758.0,5,2,1875
3,116,2148,36070.0,5,2,1480
3,105,1461,19400.0,5,2,1195
2,155,2198,24980.0,4,2,1415
10,225,2982,39300.0,5,2,1960
1,150,2902,30050.0,5,2,2043
2,140,1968,24473.5,5,2,1410
3,110,1389,11148.77,5,2,1100
4,107,1599,13823.28,3,1,1270
1,55,745,8050.0,0,1,219
11,115,1149,9784.48,5,2,900
3,50,999,9544.07,3,1,955
2,102,1598,21453.3,4,2,1399
5,138,1997,24810.0,2,1,1382
1,100,1461,21845.0,5,2,1195
1,130,1997,34010.0,5,2,1960
5,100,1896,17162.21,4,2,1171
3,105,1910,21035.42,4,2,1345
2,150,1995,31750.0,5,2,1720
2,60,1242,10265.0,3,1,860
7,138,1998,22640.0,4,1,1425
1,90,1998,19440.0,4,2,1485
2,130,1995,26700.0,5,2,1509
3,110,1461,28100.0,5,2,1511
3,100,1560,19530.0,5,2,1340
1,90,1461,14480.0,5,2,1221
2,75,1560,18000.0,4,2,1310
2,130,1896,26000.0,5,2,1200
2,130,1998,22883.0,5,2,1963
4,140,1968,20300.0,5,2,1410
7,80,1461,13750.0,5,2,980
3,90,1753,16450.0,5,2,1485
3,90,3222,53655.68,5,2,1730
5,125,2835,25182.41,3,2,1830
1,122,1995,31500.0,4,2,1430
2,90,1896,20344.26,3,2,1378
1,136,1951,37500.0,5,2,1595
6,112,1560,25530.0,5,2,1290
2,75,1360,15745.0,3,1,1070
5,109,2148,25989.8,2,2,1600
4,110,1199,21665.0,4,1,1320
3,66,998,13115.0,5,1,933
1,185,2400,54110.89,5,2,2310
2,110,1197,20730.0,5,1,1213
2,65,1461,15050.0,5,2,1055
9,60,1124,8299.98,5,1,800
7,92,1560,17740.0,5,2,1182
7,115,1910,20300.0,3,2,1270
6,65,1870,11810.0,3,2,975
1,160,1956,28600.0,4,2,1538
6,110,1997,24686.0,5,2,1438
3,50,903,8950.0,0,1,282
2,140,1968,23900.0,5,2,1380
4,100,2179,23735.0,5,2,1945
1,174,2461,54006.29,5,2,2240
1,109,1796,27250.0,5,2,1400
2,92,1560,22540.0,5,2,1276
4,60,1242,11195.0,5,1,875
3,100,1995,18997.99,5,2,1470
2,100,1686,21975.0,5,2,1428
4,105,1896,21090.0,5,2,1287
3,82,1870,22037.0,5,2,1677
3,140,1968,35870.0,4,2,1540
7,90,1997,16320.0,5,2,1145
7,90,898,15400.0,5,1,1009
2,82,1389,10902.36,5,1,960
3,105,1896,15386.0,5,2,1165
2,90,1997,15930.0,3,2,1145
4,5,49,1875.0,0,1,78
1,110,1461,16030.0,5,2,1262
5,100,1560,24235.01,5,2,1374
3,140,1560,18965.0,5,2,1335
4,138,1998,26000.0,5,2,1881
3,90,1360,16150.0,5,1,1182
2,110,1461,24850.0,5,2,1302
2,130,1995,27950.0,5,2,1501
3,110,1587,18200.0,3,1,1200
3,6,49,1261.52,0,1,82
5,105,1594,14625.0,5,1,1197
5,75,1896,17303.14,5,2,1170
3,90,1248,15660.0,5,2,1210
3,90,1196,7140.02,5,2,750
2,63,1997,18340.0,5,2,1243
20,90,1905,15938.84,5,2,1151
6,19,249,4199.0,0,1,223
2,71,1905,16335.51,5,2,1375
1,130,2461,25288.0,2,2,1591
4,70,1398,12410.0,5,2,1061
2,90,1560,20940.0,5,2,1318
1,102,1598,25125.65,5,2,1531
5,70,1461,14550.0,5,2,1000
2,103,1596,15710.0,5,1,1250
1,70,1398,14780.0,5,2,1110
3,90,1995,43600.0,5,1,1650
2,110,1896,19893.5,5,2,1405
1,110,1598,15750.0,4,1,1115
1,150,2776,32270.0,5,2,1834
9,70,1248,16700.0,5,2,1318
3,65,1968,25250.0,4,2,1505
1,90,1905,17204.09,5,2,1435
1,100,1560,22550.0,5,2,1235
2,150,1995,31400.0,2,1,1320
3,95,2143,40930.03,5,1,1450
1,75,1390,13522.77,5,1,1020
2,120,1910,17430.0,5,2,1305
2,105,1870,27190.0,5,2,1485
19,14,125,2259.0,0,1,120
2,101,1242,15225.0,5,1,980
5,100,1968,33490.0,5,2,1470
11,106,1598,11268.98,5,1,1107
15,140,1968,33400.0,5,2,1699
2,75,1199,10080.0,5,1,980
8,105,1994,21341.94,4,2,1335
6,110,1199,18800.0,5,1,1165
20,60,1391,11800.0,4,1,1018
11,122,2148,22562.0,4,2,1630
11,122,2771,29101.01,4,2,1450
6,130,1896,20550.0,5,2,1293
7,80,1390,9736.4,3,1,945
5,105,1598,22605.0,5,2,1239
4,90,1560,18575.0,4,2,1407
4,90,1461,20245.0,4,2,1195
3,90,1086,11100.0,5,1,900
4,5,49,2470.0,0,1,85
6,75,1199,9830.0,5,1,980
6,75,1896,18270.0,5,1,1275
5,54,1118,7554.72,5,1,825
5,54,1997,20770.0,5,1,1279
3,122,1796,22140.0,5,1,1335
7,105,1870,27190.0,5,2,1485
6,75,1905,17231.02,5,2,1417
2,140,1968,47099.25,4,2,2065
2,150,1995,28600.0,3,2,1350
10,120,1870,22145.0,5,2,1310
10,120,1560,26049.98,5,2,1398
5,75,1197,28060.01,3,1,1306
6,58,1910,20990.0,3,2,1335
9,75,1560,16860.0,5,2,1219
8,105,1149,11110.0,5,2,910
3,65,1461,13000.0,3,2,970
1,95,999,17779.99,5,1,1170
18,71,1868,16990.0,5,2,1380
1,70,1398,16995.0,5,2,1202
5,90,1396,16160.0,5,1,1263
3,110,1461,20750.0,5,2,1306
6,125,2664,26758.0,5,2,1875
4,112,1560,22260.0,5,2,1260
6,160,3200,35500.0,3,2,2020
6,160,2685,44223.11,3,2,1650
6,160,2393,30974.79,3,2,2150
6,160,2663,23776.04,3,2,1850
4,70,1466,9604.17,5,1,1120
1,105,1994,23018.76,5,2,1462
2,225,2967,50150.0,4,2,1765
27,140,1997,30650.0,5,2,1615
6,60,1149,9570.0,3,1,880
3,100,1527,10915.66,5,2,910
2,150,1997,31775.0,5,2,1578
2,109,1596,21750.0,5,1,1296
1,140,1997,25700.0,5,2,1482
4,105,1461,20955.92,5,2,1415
1,180,2998,52018.0,5,2,2419
4,90,1753,14298.08,2,2,1135
6,174,2488,28200.0,4,2,2038
5,90,1461,16600.0,5,2,1175
7,100,2179,23649.0,2,2,1975
4,75,2295,34552.19,5,2,1500
13,115,1753,18705.0,3,2,1388
2,109,2148,28199.6,5,2,1975
3,40,1107,5318.96,5,1,700
5,115,2198,27850.0,5,2,1769
3,140,1598,22910.0,4,2,1270
3,140,1997,23785.0,4,2,1385
2,9,123,1254.31,0,1,95
1,112,1560,24700.0,5,2,1355
23,70,1398,13580.0,5,2,1130
4,22,249,3006.0,0,1,142
4,105,1999,46190.0,5,2,1675
4,90,1598,17500.0,3,2,1189
3,20,498,9990.0,0,1,400
4,115,2402,24400.0,5,2,1914
14,120,1598,17180.0,3,1,1180
1,115,1868,12160.0,5,2,945
4,69,1596,16385.0,3,1,1264
2,136,1994,18817.69,4,1,1260
18,105,1896,22630.0,4,2,1345
38,75,1560,16385.0,5,2,1294
10,75,1199,11800.0,3,1,935
21,100,1390,13300.0,5,1,1000
3,130,2461,29139.2,5,2,1880
1,100,1896,14815.0,5,2,1188
8,100,2663,25537.0,3,2,1730
8,100,2926,40267.81,3,2,1650
4,80,1870,16920.0,5,2,1330
1,105,1598,22370.01,5,2,1220
3,130,2488,28253.0,2,2,1655
2,130,1896,25070.0,5,2,1200
2,94,4982,35685.0,0,2,4410
2,94,124,3699.0,0,2,122
1,100,1870,16077.07,2,2,1115
3,99,2477,24581.4,5,2,1895
1,150,2148,43350.0,2,2,1500
1,100,4525,69494.0,0,2,4900
3,54,973,9580.13,5,1,970
3,90,1598,17399.99,5,2,1279
1,150,2148,42350.0,4,2,1535
1,75,1248,16350.0,5,2,1105
1,150,2191,29780.0,5,2,1445
1,90,1461,21834.45,5,2,1355
1,90,1870,24910.0,5,2,1310
1,115,1910,23000.0,5,2,1290
